Id,PostId,Score,RevisionGUID,CreationDate,UserId,Comment,Revision,RollbackTo,Reason1,Reason2,Reason3,Reason4,PostData(Before),PostData(After)
395079,255785,4,a6be508f-17b9-4b41-9f89-93ef280ee596,2008-11-01 17:38,13227,Rollback to [AD38EC98-F0A2-42B6-AEDC-91BE19C5E3E5],3,1,Emotion Add,,,,"<div class=""post-text"">
                <p> Does a tool exist for dynamically altering running javascript in a browser? For example, to changes the values of javascript variables during runtime.</p><span class=""diff-delete"">

</span><p><span class=""diff-delete""> Please explain how you would use the tool to alter the running script, particularly non-global code.</span></p>

            </div>","<div class=""post-text"">
                <p> Does a tool exist for dynamically altering running javascript in a browser? For example, to changes the values of javascript variables during runtime.</p>

            </div>"
399940,256689,2,da80f599-0af9-4489-ab41-530f66aa6226,2008-11-03 8:15,0,Rollback to [087CA892-8DF2-43CE-8DD0-C52F27F2970C],2,1,Undesired Code Removal,Undesired Text Remove,,,"<div class=""post-text"">
                <p> I have a typebuilder that is generating two identical .ctors one that is has no method body and the other that has all the init code.</p>

<p> I am defining a field from another type and a property to access the type and therefore need to init it in the .ctor</p>

<p> Where should I start looking</p>

            </div>","<div class=""post-text"">
                <p> I have a typebuilder that is generating two identical .ctors one that is has no method body and the other that has all the init code.</p>

<p> I am defining a field from another type and a property to access the type and therefore need to init it in the .ctor</p>

<p> Where should I start looking</p><span class=""diff-add"">

</span><p><span class=""diff-add""> Code as follows</span></p><span class=""diff-add"">

</span><pre class=""default prettyprint prettyprinted"" style=""""><code><span class=""diff-add""><span class=""typ"">Public</span><span class=""pln""> </span><span class=""typ"">Sub</span><span class=""pln""> ctor</span><span class=""pun"">(</span><span class=""typ"">ByVal</span><span class=""pln""> type </span><span class=""typ"">As</span><span class=""pln""> </span><span class=""typ"">TypeBuilder</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""typ"">ByVal</span><span class=""pln""> </span><span class=""typ"">FieldRefs</span><span class=""pln""> </span><span class=""typ"">As</span><span class=""pln""> </span><span class=""typ"">Dictionary</span><span class=""pun"">(</span><span class=""typ"">Of</span><span class=""pln""> </span><span class=""typ"">Type</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""typ"">FieldBuilder</span><span class=""pun"">))</span><span class=""pln"">
    </span><span class=""str"">' Method attributes
    Dim methodAttributes As System.Reflection.MethodAttributes = MethodAttributes.[Public]

    Dim method As MethodBuilder = type.DefineMethod("".ctor"", methodAttributes)
    '</span><span class=""pln""> </span><span class=""typ"">Preparing</span><span class=""pln""> </span><span class=""typ"">Reflection</span><span class=""pln""> instances

    </span><span class=""typ"">Dim</span><span class=""pln""> ctor1 </span><span class=""typ"">As</span><span class=""pln""> </span><span class=""typ"">ConstructorInfo</span><span class=""pln""> </span><span class=""pun"">=</span><span class=""pln""> </span><span class=""typ"">GetType</span><span class=""pun"">(</span><span class=""typ"">Object</span><span class=""pun"">).</span><span class=""typ"">GetConstructor</span><span class=""pun"">(</span><span class=""typ"">BindingFlags</span><span class=""pun"">.</span><span class=""typ"">Instance</span><span class=""pln""> </span><span class=""typ"">Or</span><span class=""pln""> </span><span class=""typ"">BindingFlags</span><span class=""pun"">.[</span><span class=""typ"">Public</span><span class=""pun"">]</span><span class=""pln""> </span><span class=""typ"">Or</span><span class=""pln""> </span><span class=""typ"">BindingFlags</span><span class=""pun"">.</span><span class=""typ"">NonPublic</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""typ"">Nothing</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""typ"">Nothing</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""typ"">Nothing</span><span class=""pun"">)</span><span class=""pln"">

    </span><span class=""str"">' Setting return type
    method.SetReturnType(GetType(Void))
    '</span><span class=""pln""> </span><span class=""typ"">Adding</span><span class=""pln""> parameters
    </span><span class=""typ"">Dim</span><span class=""pln""> gen </span><span class=""typ"">As</span><span class=""pln""> </span><span class=""typ"">ILGenerator</span><span class=""pln""> </span><span class=""pun"">=</span><span class=""pln""> method</span><span class=""pun"">.</span><span class=""typ"">GetILGenerator</span><span class=""pun"">()</span><span class=""pln"">
    </span><span class=""str"">' Writing body
    gen.Emit(OpCodes.Ldarg_0)
    gen.Emit(OpCodes.[Call], ctor1)

    '</span><span class=""kwd"">new</span><span class=""pln""> up fields
    </span><span class=""typ"">For</span><span class=""pln""> </span><span class=""typ"">Each</span><span class=""pln""> item </span><span class=""typ"">In</span><span class=""pln""> </span><span class=""typ"">FieldRefs</span><span class=""pln"">
        </span><span class=""typ"">AddCtor</span><span class=""pun"">(</span><span class=""pln"">type</span><span class=""pun"">,</span><span class=""pln""> gen</span><span class=""pun"">,</span><span class=""pln""> item</span><span class=""pun"">.</span><span class=""typ"">Value</span><span class=""pun"">,</span><span class=""pln""> item</span><span class=""pun"">.</span><span class=""typ"">Key</span><span class=""pun"">)</span><span class=""pln"">
    </span><span class=""typ"">Next</span><span class=""pln"">

    gen</span><span class=""pun"">.</span><span class=""typ"">Emit</span><span class=""pun"">(</span><span class=""typ"">OpCodes</span><span class=""pun"">.</span><span class=""typ"">Ret</span><span class=""pun"">)</span><span class=""pln"">

    </span><span class=""str"">' finished
End Sub


Private Sub AddCtor(ByVal type As TypeBuilder, ByVal gen As ILGenerator, ByVal FieldBuilderRef As FieldBuilder, ByVal TypeToReference As Type)
    Dim TypeCtor = TypeToReference.GetConstructor(BindingFlags.Instance Or BindingFlags.[Public] Or BindingFlags.NonPublic, Nothing, New Type() {}, Nothing)
    gen.Emit(OpCodes.Ldarg_0)
    gen.Emit(OpCodes.Newobj, TypeCtor)
    gen.Emit(OpCodes.Stfld, FieldBuilderRef)
End Sub</span></span></code></pre><span class=""diff-add"">

</span><p><span class=""diff-add""> Code takes in a dictionary of type , fieldbuilder to emit in the ctor. to new up the fields built earlier in the typebuilder main routine</span></p>

            </div>"
397607,256724,8,8e152a9c-56ae-4d1c-ad1e-77eb98391dde,2008-11-02 10:44,3153,Rollback to [B09B721C-E43B-49BA-9AEE-1276D90AE349],4,2,Undesired Code Add,Undesired Text Formatting,,,"<div class=""post-text"">
                <p> In C++, is it safe to extend scope via a reference?</p>

<p> In code, what I mean is:</p><span class=""diff-delete"">

</span><p><span class=""diff-delete""> 1)</span> </p>

<pre class=""lang-cpp prettyprint prettyprinted"" style=""""><code><span class=""typ"">MyCLass</span><span class=""pun"">&amp;</span><span class=""pln""> function badIdea</span><span class=""pun"">()</span><span class=""pln"">
</span><span class=""pun"">{</span><span class=""pln"">
    </span><span class=""typ"">MyClass</span><span class=""pln""> obj1</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""pun"">...</span><span class=""pln"">
    </span><span class=""kwd"">return</span><span class=""pln""> obj1</span><span class=""pun"">;</span><span class=""pln"">
</span><span class=""pun"">}</span><span class=""diff-delete"">
</span></code></pre><span class=""diff-delete"">

</span><p><span class=""diff-delete""> 2)</span></p><span class=""diff-delete"">

</span><pre class=""lang-cpp prettyprint prettyprinted"" style=""""><code><span class=""diff-delete""><span class=""pln"">std</span><span class=""pun"">::</span><span class=""pln"">string s1 </span><span class=""pun"">=</span><span class=""pln""> </span><span class=""str"">""123""</span><span class=""pun"">;</span><span class=""pln"">
std</span><span class=""pun"">::</span><span class=""pln"">string s2 </span><span class=""pun"">=</span><span class=""pln""> </span><span class=""str"">""456""</span><span class=""pun"">;</span><span class=""pln"">
std</span><span class=""pun"">::</span><span class=""pln"">string s3_copy </span><span class=""pun"">=</span><span class=""pln""> s1 </span><span class=""pun"">+</span><span class=""pln""> s2</span><span class=""pun"">;</span><span class=""pln"">
</span><span class=""kwd"">const</span><span class=""pln""> std</span><span class=""pun"">::</span><span class=""pln"">string</span><span class=""pun"">&amp;</span><span class=""pln""> s3_reference </span><span class=""pun"">=</span><span class=""pln""> s1 </span><span class=""pun"">+</span><span class=""pln""> s2</span><span class=""pun"">;</span></span>
</code></pre>

            </div>","<div class=""post-text"">
                <p> In C++, is it safe to extend scope via a reference?</p>

<p> In code, what I mean is: </p>

<pre class=""lang-cpp prettyprint prettyprinted"" style=""""><code><span class=""typ"">MyCLass</span><span class=""pun"">&amp;</span><span class=""pln""> function badIdea</span><span class=""pun"">()</span><span class=""pln"">
</span><span class=""pun"">{</span><span class=""pln"">
    </span><span class=""typ"">MyClass</span><span class=""pln""> obj1</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""pun"">...</span><span class=""pln"">
    </span><span class=""kwd"">return</span><span class=""pln""> obj1</span><span class=""pun"">;</span><span class=""pln"">
</span><span class=""pun"">}</span></code></pre>

            </div>"
47605852,257418,302,9d9ac983-37cd-471c-aa37-b843ecbcbea3,2013-09-19 12:33,140719,Rollback to [ee2d379b-f2ac-4d76-90bf-9c4a071b4708],5,3,Other,,,,"<div class=""post-text"">
                    <h1><span class=""title-diff""> do { ... } while (0) <span class=""diff-delete"">what</span> is it good for?</span></h1>
                <span class=""diff-delete"">

&nbsp;</span><p> I've been seeing that expression for over 10 years now. I've been trying to think what it's good for. Since I see it mostly in #defines, I assume it's good for inner scope variable declaration and for using breaks (instead of gotos.)</p>

<p> Is it good for anything else? Do you use it?</p>

            </div>","<div class=""post-text"">
                    <h1><span class=""title-diff""> do { ... } while (0) <span class=""diff-add""> what</span> is it good for?</span></h1>
                <blockquote><span class=""diff-add"">
  </span><p><strong><span class=""diff-add"">Possible Duplicate:</span></strong><br><span class=""diff-add"">
  </span><a href=""http://stackoverflow.com/questions/154136/why-are-there-sometimes-meaningless-do-while-and-if-else-statements-in-c-c-macr""><span class=""diff-add"">Why are there sometimes meaningless do/while and if/else statements in C/C++ macros?</span></a><span class=""diff-add"">  </span></p><span class=""diff-add"">
</span></blockquote><span class=""diff-add"">



</span><p> I've been seeing that expression for over 10 years now. I've been trying to think what it's good for. Since I see it mostly in #defines, I assume it's good for inner scope variable declaration and for using breaks (instead of gotos.)</p>

<p> Is it good for anything else? Do you use it?</p>

            </div>"
401377,258728,9,fd0079fa-5df4-42c9-88eb-43655b86c2ba,2008-11-03 14:25,20999,Rollback to [97609391-2115-401F-ABD8-7E40A62508B4],2,1,Undesired Text Formatting,,,,"<div class=""post-text"">
                <p> When I try to create a new task in the task scheduler via the Java ProcessBuilder class I get an access denied error an Windows Vista. On XP it works just fine.</p>

<p> When I use the ""Run as adminstrator"" option it runs on Vista as well.</p>

<p> However this is a additional step requeried an the users might not know about this. When the user just double clicks on the app icon it will fail with access denied. My question is how can I force a java app to reuest admin privileges right after startup?</p>

            </div>","<div class=""post-text"">
                <p> When I try to create a new task in the task scheduler via the Java ProcessBuilder class I get an access denied error an Windows Vista. On XP it works just fine.</p>

<p> When I use the ""Run as adminstrator"" option it runs on Vista as well<span class=""diff-add"">.</span>.</p>

<p> However this is a additional step requeried an the users might not know about this. When the user just double clicks on the app icon it will fail with access denied. My question is how can I force a java app to reuest admin privileges right after startup?</p>

            </div>"
1062720,258954,65,57ec9409-3b9c-40cc-9802-4e14d84c3d05,2008-11-03 17:53,4857,Rollback to [27D09C8F-0CFF-4569-935D-8D8ADC5DE838],3,2,Other,,,,"<div class=""post-text"">
                <p> Java is nearing version 7 ...  I occurs to me that there there must be plenty of textbooks and training manuals kicking around that teach methods based on older versions of Java; where the methods taught, would have far better solutions now ....</p>

<p><br></p><span class=""diff-delete"">

&nbsp;</span><h3>What are some boilerplate code situations, especially ones that you see people implement through force of habit, that you find yourself refactoring to utilise the latest<span class=""diff-delete""> versions of Java?</span></h3><span class=""diff-delete"">

</span><p><br></p><span class=""diff-delete"">

</span><h3><span class=""diff-delete"">This also leads me to ask:</span></h3><span class=""diff-delete"">

</span><h3><span class=""diff-delete"">Are you wary of writing for the newer</span> versions of Java<span class=""diff-delete""> because of compatiblity</span>?</h3>

            </div>","<div class=""post-text"">
                <p> Java is nearing version 7 ...  I occurs to me that there there must be plenty of textbooks and training manuals kicking around that teach methods based on older versions of Java; where the methods taught, would have far better solutions now ....</p>

<h3>What are some boilerplate code situations, especially ones that you see people implement through force of habit, that you find yourself refactoring to utilise the latest versions of Java?</h3>

            </div>"
471340,259753,7,402f7356-8fb5-4905-a7b6-f1d854a45c3f,2008-11-03 20:07,335036,Rollback to [D4FCB11D-BBF0-49A8-8E36-066479FEB0C6],5,3,Undesired Code Add,Undesired Code Removal,,,"<div class=""post-text"">
                <p> I can't get the inner div (with Hello World) to fit inside the ""box"" div in this code example (also at <a href=""http://www.toad-software.com/test.html"" rel=""nofollow noreferrer"">http://www.toad-software.com/test.html</a>).</p>

<p> Despite the body being set to 100%, the inner div will not be contained! This is a test case for a larger project in which a variable-width table exceeds the boundaries of its container. The table would be in the inner div and the container would the ""box.""</p>

<pre class=""default prettyprint prettyprinted"" style=""""><code><span class=""diff-delete""><span class=""dec"">&lt;!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd""&gt;</span><span class=""pln"">
</span><span class=""tag"">&lt;html&gt;</span><span class=""pln"">
</span><span class=""tag"">&lt;head&gt;</span><span class=""pln"">
    </span><span class=""tag"">&lt;style</span><span class=""pln""> </span><span class=""atn"">type</span><span class=""pun"">=</span><span class=""atv"">""text/css""</span><span class=""tag"">&gt;</span><span class=""pln"">
        </span><span class=""com"">/*html { width: 100%; height: 100%; position: relative; background: #c0c0c0; }
        body { position: absolute; width: 100%; height: 100%; background: #f9f9f9; }*/</span><span class=""pln"">

        body</span><span class=""pun"">,</span><span class=""pln""> html </span><span class=""pun"">{</span><span class=""pln""> </span><span class=""kwd"">margin</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""lit"">0</span><span class=""pun"">;</span><span class=""pln""> </span><span class=""kwd"">padding</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""lit"">0</span><span class=""pun"">;</span><span class=""pln""> </span><span class=""pun"">}</span><span class=""pln"">

        body
        </span><span class=""pun"">{</span><span class=""pln"">
            </span><span class=""kwd"">width</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""lit"">100%</span><span class=""pun"">;</span><span class=""pln"">
        </span><span class=""pun"">}</span><span class=""pln"">

        div</span><span class=""pun"">.</span><span class=""pln"">box
        </span><span class=""pun"">{</span><span class=""pln"">
            </span><span class=""kwd"">padding</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""lit"">10px</span><span class=""pun"">;</span><span class=""pln"">
            </span><span class=""kwd"">background</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""lit"">#ff33ff</span><span class=""pun"">;</span><span class=""pln"">
        </span><span class=""pun"">}</span><span class=""pln"">

    </span><span class=""tag"">&lt;/style&gt;</span><span class=""pln"">
</span><span class=""tag"">&lt;/head&gt;</span><span class=""pln"">
</span><span class=""tag"">&lt;body&gt;</span><span class=""pln"">
    </span><span class=""tag"">&lt;div</span><span class=""pln""> </span><span class=""atn"">class</span><span class=""pun"">=</span><span class=""atv"">""box""</span><span class=""tag"">&gt;</span><span class=""pln"">
        </span><span class=""tag"">&lt;div</span><span class=""pln""> </span><span class=""atn"">style</span><span class=""pun"">=</span><span class=""atv"">""</span><span class=""kwd"">width</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""lit"">1500px</span><span class=""pun"">;</span><span class=""pln""> </span><span class=""kwd"">height</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""lit"">900px</span><span class=""pun"">;</span><span class=""pln""> </span><span class=""kwd"">background</span><span class=""pun"">:</span><span class=""pln""> </span><span class=""lit"">#f12</span><span class=""pun"">;</span><span class=""atv"">""</span><span class=""tag"">&gt;</span><span class=""pln"">Hello World</span><span class=""tag"">&lt;/div&gt;</span><span class=""pln"">
    </span><span class=""tag"">&lt;/div&gt;</span><span class=""pln"">
</span><span class=""tag"">&lt;/body&gt;</span><span class=""pln"">
</span><span class=""tag"">&lt;/html&gt;</span></span></code></pre>

            </div>","<div class=""post-text"">
                <p> I can't get the inner div (with Hello World) to fit inside the ""box"" div in this code example (also at <a href=""http://www.toad-software.com/test.html"" rel=""nofollow noreferrer"">http://www.toad-software.com/test.html</a>).</p>

<p> Despite the body being set to 100%, the inner div will not be contained! This is a test case for a larger project in which a variable-width table exceeds the boundaries of its container. The table would be in the inner div and the container would the ""box.""</p>

<pre><span class=""diff-add"">



    
        /*html { width: 100%; height: 100%; position: relative; background: #c0c0c0; }
        body { position: absolute; width: 100%; height: 100%; background: #f9f9f9; }*/

        body, html { margin: 0; padding: 0; }

        body
        {
            width: 100%;
        }

        div.box
        {
            padding: 10px;
            background: #ff33ff;
        }

    


    
        Hello World
    


</span></pre>

            </div>"
7249327,260098,190,c1833927-36e3-4f4a-ad01-f50dc31d8b00,2010-08-13 15:29,1228,Rollback to [3ba479f8-c6a0-4822-8a0f-f2d1a35a556e],3,1,Other,,,,"<div class=""post-text"">
                <h3><span class=""diff-delete"">Duplicate:</span></h3><span class=""diff-delete"">

</span><blockquote><span class=""diff-delete"">
  </span><p><a href=""http://stackoverflow.com/questions/121724/where-can-i-find-free-wpf-controls-and-control-templates""><span class=""diff-delete"">Where can I find free WPF controls and control templates?</span></a></p><span class=""diff-delete"">
</span></blockquote><span class=""diff-delete"">

</span><p> I'm not a designer, so I'm looking for some free WPF themes.</p>

<p> <span class=""diff-delete"">Where can I find some good WPF themes</span>?</p>

            </div>","<div class=""post-text"">
                <p> I'm not a designer, so I'm looking for some free WPF themes.</p>

<p> <span class=""diff-add"">Any suggestions</span>?</p>

            </div>"
404149,260125,13,1a887130-c018-4571-8f0e-a5181db2e638,2008-11-03 22:31,23553,Rollback to [A3E581A1-24C6-4A28-9E9F-6D25C5833EC0],3,1,,,,Status add/remove,"<div class=""post-text"">
                <p> You'll have to forgive my ignorance, but I'm not used to using wide character sets in c++, but is there a way that I can use wide string literals in c++ without putting an L in front of each literal?</p>

<p> If so, how?</p><span class=""diff-delete"">

</span><p><strong><span class=""diff-delete"">Edit:</span></strong><span class=""diff-delete""> The compiler is MS VC++ 2005</span></p>

            </div>","<div class=""post-text"">
                <p> You'll have to forgive my ignorance, but I'm not used to using wide character sets in c++, but is there a way that I can use wide string literals in c++ without putting an L in front of each literal?</p>

<p> If so, how?</p><span class=""diff-delete"">

</span><p><strong><span class=""diff-delete"">Edit:</span></strong><span class=""diff-delete""> The compiler is MS VC++ 2005</span></p>

            </div>"
1127921,260235,9,98942b8d-3848-4e33-9d08-41f178847aa4,2009-03-17 19:51,5640,Rollback to [DA48FACF-B41D-42AF-8DDD-E1D47E47DBBA],3,1,Undesired Text Remove,,,,"<div class=""post-text"">
                <p> Consider the following simple C program that read a file into a buffer and displays that buffer to the console:</p>

<pre class=""lang-c prettyprint prettyprinted"" style=""""><code><span class=""com"">#include</span><span class=""str"">&lt;stdio.h&gt;</span><span class=""pln"">

main</span><span class=""pun"">()</span><span class=""pln"">
</span><span class=""pun"">{</span><span class=""pln"">
  </span><span class=""typ"">FILE</span><span class=""pln""> </span><span class=""pun"">*</span><span class=""pln"">file</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""kwd"">char</span><span class=""pln""> </span><span class=""pun"">*</span><span class=""pln"">buffer</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""kwd"">unsigned</span><span class=""pln""> </span><span class=""kwd"">long</span><span class=""pln""> fileLen</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""com"">//Open file</span><span class=""pln"">
    file </span><span class=""pun"">=</span><span class=""pln""> fopen</span><span class=""pun"">(</span><span class=""str"">""HelloWorld.txt""</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""str"">""rb""</span><span class=""pun"">);</span><span class=""pln"">
    </span><span class=""kwd"">if</span><span class=""pln""> </span><span class=""pun"">(!</span><span class=""pln"">file</span><span class=""pun"">)</span><span class=""pln"">
    </span><span class=""pun"">{</span><span class=""pln"">
        fprintf</span><span class=""pun"">(</span><span class=""pln"">stderr</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""str"">""Unable to open file %s""</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""str"">""HelloWorld.txt""</span><span class=""pun"">);</span><span class=""pln"">
        </span><span class=""kwd"">return</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""pun"">}</span><span class=""pln"">
    </span><span class=""com"">//Get file length</span><span class=""pln"">
    fseek</span><span class=""pun"">(</span><span class=""pln"">file</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""lit"">0</span><span class=""pun"">,</span><span class=""pln""> SEEK_END</span><span class=""pun"">);</span><span class=""pln"">
    fileLen</span><span class=""pun"">=</span><span class=""pln"">ftell</span><span class=""pun"">(</span><span class=""pln"">file</span><span class=""pun"">);</span><span class=""pln"">
    fseek</span><span class=""pun"">(</span><span class=""pln"">file</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""lit"">0</span><span class=""pun"">,</span><span class=""pln""> SEEK_SET</span><span class=""pun"">);</span><span class=""pln"">
    </span><span class=""com"">//Allocate memory</span><span class=""pln"">
    buffer</span><span class=""pun"">=(</span><span class=""kwd"">char</span><span class=""pln""> </span><span class=""pun"">*)</span><span class=""pln"">malloc</span><span class=""pun"">(</span><span class=""pln"">fileLen</span><span class=""pun"">+</span><span class=""lit"">1</span><span class=""pun"">);</span><span class=""pln"">
    </span><span class=""kwd"">if</span><span class=""pln""> </span><span class=""pun"">(!</span><span class=""pln"">buffer</span><span class=""pun"">)</span><span class=""pln"">
    </span><span class=""pun"">{</span><span class=""pln"">
        fprintf</span><span class=""pun"">(</span><span class=""pln"">stderr</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""str"">""Memory error!""</span><span class=""pun"">);</span><span class=""pln"">
        fclose</span><span class=""pun"">(</span><span class=""pln"">file</span><span class=""pun"">);</span><span class=""pln"">
        </span><span class=""kwd"">return</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""pun"">}</span><span class=""pln"">
    </span><span class=""com"">//Read file contents into buffer</span><span class=""pln"">
    fread</span><span class=""pun"">(</span><span class=""pln"">buffer</span><span class=""pun"">,</span><span class=""pln""> fileLen</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""lit"">1</span><span class=""pun"">,</span><span class=""pln""> file</span><span class=""pun"">);</span><span class=""pln"">
    </span><span class=""com"">//Send buffer contents to stdout</span><span class=""pln"">
    printf</span><span class=""pun"">(</span><span class=""str"">""%s\n""</span><span class=""pun"">,</span><span class=""pln"">buffer</span><span class=""pun"">);</span><span class=""pln"">    
    fclose</span><span class=""pun"">(</span><span class=""pln"">file</span><span class=""pun"">);</span><span class=""pln"">
</span><span class=""pun"">}</span></code></pre>

<p> The file it will read simply contains: </p>

<blockquote>
  <p> Hello World!</p>
</blockquote>

<p> The output is:</p>

<blockquote>
  <p> Hello World!▓▓▓▓?????????</p>
</blockquote>

<p> It has been a while since I did anything significant in C/C++, but normally I would assume the buffer was being allocated larger than necessary, but this does not appear to be the case. </p>

<p> fileLen ends up being 12, which is accurate.</p>

<p> I am thinking now that I must just be displaying the buffer wrong, but I am not sure what I am doing wrong. </p>

            </div>","<div class=""post-text"">
                <p> Consider the following simple C program that read a file into a buffer and displays that buffer to the console:</p>

<pre class=""lang-c prettyprint prettyprinted"" style=""""><code><span class=""com"">#include</span><span class=""str"">&lt;stdio.h&gt;</span><span class=""pln"">

main</span><span class=""pun"">()</span><span class=""pln"">
</span><span class=""pun"">{</span><span class=""pln"">
  </span><span class=""typ"">FILE</span><span class=""pln""> </span><span class=""pun"">*</span><span class=""pln"">file</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""kwd"">char</span><span class=""pln""> </span><span class=""pun"">*</span><span class=""pln"">buffer</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""kwd"">unsigned</span><span class=""pln""> </span><span class=""kwd"">long</span><span class=""pln""> fileLen</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""com"">//Open file</span><span class=""pln"">
    file </span><span class=""pun"">=</span><span class=""pln""> fopen</span><span class=""pun"">(</span><span class=""str"">""HelloWorld.txt""</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""str"">""rb""</span><span class=""pun"">);</span><span class=""pln"">
    </span><span class=""kwd"">if</span><span class=""pln""> </span><span class=""pun"">(!</span><span class=""pln"">file</span><span class=""pun"">)</span><span class=""pln"">
    </span><span class=""pun"">{</span><span class=""pln"">
        fprintf</span><span class=""pun"">(</span><span class=""pln"">stderr</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""str"">""Unable to open file %s""</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""str"">""HelloWorld.txt""</span><span class=""pun"">);</span><span class=""pln"">
        </span><span class=""kwd"">return</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""pun"">}</span><span class=""pln"">
    </span><span class=""com"">//Get file length</span><span class=""pln"">
    fseek</span><span class=""pun"">(</span><span class=""pln"">file</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""lit"">0</span><span class=""pun"">,</span><span class=""pln""> SEEK_END</span><span class=""pun"">);</span><span class=""pln"">
    fileLen</span><span class=""pun"">=</span><span class=""pln"">ftell</span><span class=""pun"">(</span><span class=""pln"">file</span><span class=""pun"">);</span><span class=""pln"">
    fseek</span><span class=""pun"">(</span><span class=""pln"">file</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""lit"">0</span><span class=""pun"">,</span><span class=""pln""> SEEK_SET</span><span class=""pun"">);</span><span class=""pln"">
    </span><span class=""com"">//Allocate memory</span><span class=""pln"">
    buffer</span><span class=""pun"">=(</span><span class=""kwd"">char</span><span class=""pln""> </span><span class=""pun"">*)</span><span class=""pln"">malloc</span><span class=""pun"">(</span><span class=""pln"">fileLen</span><span class=""pun"">+</span><span class=""lit"">1</span><span class=""pun"">);</span><span class=""pln"">
    </span><span class=""kwd"">if</span><span class=""pln""> </span><span class=""pun"">(!</span><span class=""pln"">buffer</span><span class=""pun"">)</span><span class=""pln"">
    </span><span class=""pun"">{</span><span class=""pln"">
        fprintf</span><span class=""pun"">(</span><span class=""pln"">stderr</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""str"">""Memory error!""</span><span class=""pun"">);</span><span class=""pln"">
        fclose</span><span class=""pun"">(</span><span class=""pln"">file</span><span class=""pun"">);</span><span class=""pln"">
        </span><span class=""kwd"">return</span><span class=""pun"">;</span><span class=""pln"">
    </span><span class=""pun"">}</span><span class=""pln"">
    </span><span class=""com"">//Read file contents into buffer</span><span class=""pln"">
    fread</span><span class=""pun"">(</span><span class=""pln"">buffer</span><span class=""pun"">,</span><span class=""pln""> fileLen</span><span class=""pun"">,</span><span class=""pln""> </span><span class=""lit"">1</span><span class=""pun"">,</span><span class=""pln""> file</span><span class=""pun"">);</span><span class=""pln"">
    </span><span class=""com"">//Send buffer contents to stdout</span><span class=""pln"">
    printf</span><span class=""pun"">(</span><span class=""str"">""%s\n""</span><span class=""pun"">,</span><span class=""pln"">buffer</span><span class=""pun"">);</span><span class=""pln"">    
    fclose</span><span class=""pun"">(</span><span class=""pln"">file</span><span class=""pun"">);</span><span class=""pln"">
</span><span class=""pun"">}</span></code></pre>

<p> The file it will read simply contains: </p>

<blockquote>
  <p> Hello World!</p>
</blockquote>

<p> The output is:</p>

<blockquote>
  <p> Hello World!▓▓▓▓?????????</p>
</blockquote>

<p> It has been a while since I did anything significant in C/C++, but normally I would assume the buffer was being allocated larger than necessary, but this does not appear to be the case. </p>

<p> fileLen ends up being 12, which is accurate.</p>

<p> I am thinking now that I must just be displaying the buffer wrong, but I am not sure what I am doing wrong. </p><span class=""diff-add"">

</span><p><span class=""diff-add""> Can anyone clue me in to what I am doing wrong?</span></p>

            </div>"
