Id,PostTypeId,OwnerUserId
13361823,1,5692487
13361850,1,1820945
13363349,2,1133011
13368014,2,1623728
13371042,2,356440
13371279,1,1730308
13372194,1,355682
13374401,1,1035712
13376211,1,1414455
13377649,1,1571494
13379802,1,345722
13380679,2,1057909
13381828,1,1369752
13381917,1,48692
13382668,1,680448
13383667,1,1712600
13386525,2,1058199
13387365,1,1324631
13390222,1,181569
13393573,1,1825966
13394653,1,1430463
13395807,1,
13396406,1,1626799
13398666,1,1814668
13398868,2,585869
13399116,1,246622
13400028,1,1709781
13400486,2,1354017
13400569,1,565635
13400854,1,1080242
13404895,1,1726910
13405416,2,591181
13405775,1,203802
13406575,2,1470054
13407879,1,1827332
13412057,1,1803649
13414087,1,1776494
13415016,1,42659
13415516,1,1758335
13416063,1,1578238
13416607,1,1829458
13416698,1,1827332
13419015,1,1829956
13420562,2,607594
13423832,1,1811966
13427381,1,409571
13427966,1,1055971
13428125,1,59468
13428525,1,264136
13432932,1,1832254
13433236,2,167935
13433263,1,1635823
13433630,1,1832366
13433907,1,1832421
13433930,1,1832367
13434590,1,1279200
13434611,1,1359769
13434979,1,505990
13436818,2,242079
13438800,2,981835
13439080,1,1832421
13443721,2,1834136
13444552,1,1834234
13445630,2,1427416
13445906,1,1834405
13446461,1,1645307
13446681,1,1832451
13447614,1,1468271
13448200,1,1125882
13448227,1,1834811
13448355,1,1802340
13450584,2,1379664
13450866,1,1688563
13455764,1,489010
13457414,1,1025839
13459140,1,775586
13460784,2,1716339
13463311,1,1834355
13463339,1,1837060
13469026,1,1838087
13469211,1,163394
13469735,1,1729482
13472050,1,896231
13475283,1,1191857
13475673,1,1505519
13475780,1,717778
13476862,1,1687155
13477849,1,1819551
13478622,2,14558
13478758,1,139746
13479503,1,1629647
13484927,2,908494
13486421,2,925202
13486426,1,1627019
13491221,2,1841619
13492148,1,1647748
13493613,1,269563
13497084,1,1600622
13499451,1,1842900
13500414,1,1331488
13501660,1,1709781
13503283,1,564653
13503666,2,1018389
13504992,1,899345
13506262,1,348301
13507485,2,1638374
13507667,2,22656
13512329,1,1844909
13513051,1,1437441
13513907,2,978486
13517334,1,1099093
13517490,2,1824094
13518587,1,1782365
13518759,1,429540
13519411,1,1714907
13519536,2,1214274
13520764,1,1832628
13521604,1,1055971
13522581,2,873237
13523030,1,1673099
13523178,1,1846550
13523926,1,1846676
13525758,2,694325
13527642,2,426671
13528055,2,750613
13528600,1,1847420
13534502,1,497232
13534586,2,882003
13535405,1,1219888
13538351,2,712548
13539926,1,1761807
13541717,2,1816072
13542199,1,989091
13542280,1,1005656
13542580,2,577888
13544284,1,1814952
13546145,1,1850231
13547592,1,1742697
13552441,1,966985
13556240,2,1364206
13559302,2,1530838
13562345,2,1095717
13563331,2,1453411
13563358,1,1779429
13565543,2,541867
13566505,1,1800529
13566776,1,1643783
13567344,1,1816191
13567689,2,1766435
13569070,1,1845047
13569430,1,1109847
13571438,1,1854357
13571452,1,1055971
13575102,2,506537
13575670,1,1852191
13577898,1,1834977
13578938,1,1312147
13579414,1,1831003
13579632,1,1838457
13579814,1,1626799
13583237,2,208809
13583275,1,1768668
13583922,1,1856421
13584843,2,1856621
13585668,1,1626799
13585805,1,1616915
13586301,1,1039126
13588298,1,1857127
13591599,2,330315
13593430,2,1484099
13595741,1,1343626
13598094,1,540738
13598575,2,1858747
13602231,2,507404
13603320,2,1003329
13604150,1,
13604381,1,1820652
13605340,1,799155
13607174,1,583619
13607861,1,1108500
13608072,1,1847582
13608240,1,1860000
13609510,2,427899
13609696,1,1854361
13610973,1,1860742
13611851,1,694360
13612823,1,1857522
13613738,1,
13614115,1,1659450
13618650,1,1862003
13619504,1,1840861
13619579,2,1023083
13619788,1,1879340
13621508,1,705440
13625990,1,1294642
13627827,2,855421
13628441,2,541091
13632232,1,1054859
13632927,1,1745447
13633617,1,1050672
13633860,2,906658
13636336,1,594235
13636982,1,1860267
13638643,1,1592380
13639225,1,244394
13640768,1,1002583
13642136,1,1865207
13645033,1,1866225
13645798,1,742402
13649206,1,1866920
13649897,1,1647763
13651500,1,486624
13651695,2,1751640
13651958,1,1141584
13657180,2,144227
13658166,1,153399
13658971,1,763305
13659213,1,1015197
13659859,1,1782321
13662580,2,16007
13663214,1,1717223
13663426,1,1717223
13663619,1,742402
13664042,1,1869399
13664707,1,1869514
13666146,2,649233
13667389,2,1684977
13669417,2,119114
13669422,2,1870289
13670953,1,1869076
13670987,2,871026
13672305,1,1745447
13673175,1,1870920
13673689,1,1745447
13679139,1,1859324
13681812,1,1080172
13682435,1,1373009
13684796,1,1171074
13686124,2,142637
13687009,2,1046207
13689921,2,16406
13690719,2,1822659
13694181,1,1874133
13695318,1,1268096
13695464,1,894333
13698422,2,1696314
13701671,1,1626799
13704560,1,1691066
13706278,1,1852735
13707457,1,1871081
13713684,2,2556117
13715850,2,707111
13716892,1,1877886
13718194,1,1878177
13718799,2,1878302
13725748,1,571874
13728776,1,1879864
13731391,1,1880203
13731725,1,1026483
13735198,1,1505519
13735531,1,1692629
13739470,1,426822
13742372,1,1600502
13742745,1,1097148
13743123,2,1136211
13744864,1,1823740
13745832,1,1882634
13746328,2,1338103
13747189,2,572670
13747577,1,
13747703,1,1723765
13749135,1,939213
13750130,2,17034
13750428,1,1838454
13754204,1,1761270
13754751,2,
13756957,2,1589880
13759278,1,365251
13761379,1,1879573
13761948,1,1774187
13762594,1,1885235
13766619,1,1576363
13767207,1,914053
13770634,1,1739123
13778883,1,1886067
13779134,1,1517108
13782524,1,
13783119,1,397935
13784995,1,1888952
13785802,1,1577264
13789235,1,1581090
13790585,2,988966
13791802,2,100297
13791942,1,544193
13792827,1,773263
13793022,1,1852410
13794523,1,1450017
13794858,1,1888437
13795096,2,1285133
13795123,1,249097
13795169,2,1712248
13795349,1,1306165
13795493,2,706317
13798964,1,1891216
13799012,1,1761703
13804731,2,46675
13806241,1,266297
13807802,1,1437884
13809772,1,1849657
13809895,1,1430996
13811395,1,121766
13815041,1,779348
13816239,1,1629919
13816561,2,1864513
13819154,1,1813970
13822509,1,1627730
13822750,1,201482
13823429,1,1895094
13824889,2,82294
13825486,1,475125
13825562,1,1307164
13825660,1,688080
13828845,1,
13829053,2,362536
13829553,1,1815624
13830839,1,1586271
13832646,1,841830
13833739,1,1376699
13835150,1,1868052
13836744,2,1880810
13837021,1,1410108
13839035,2,1163867
13843145,1,1060262
13843356,1,472614
13846088,2,384985
13846846,2,1730272
13850089,1,192798
13850290,2,472149
13852740,1,799985
13854322,1,1699169
13854864,1,1900120
13855794,1,1699169
13858161,2,1900623
13858460,1,1607079
13858588,1,1389494
13859343,1,1895991
13859646,1,1230188
13859997,2,1451109
13860935,1,1901024
13861693,1,1901198
13872549,1,468904
13875512,2,1900554
13878002,1,443568
13878396,2,1885516
13883108,1,1772959
13885286,1,1904992
13886495,2,778118
13886755,1,1644790
13887167,1,1861771
13888143,2,
13889450,1,1817082
13891833,1,1400690
13893460,1,1906482
13894751,1,919716
13896621,2,892375
13898089,2,
13898194,1,
13898335,1,1307071
13899407,1,1907473
13899856,2,
13900408,2,671203
13901622,1,1906154
13902743,2,505088
13903436,1,1886262
13905091,2,842935
13906721,1,659751
13908400,1,861491
13909439,2,720046
13910508,1,1276016
13912445,1,1909636
13912828,1,140858
13916620,1,1649865
13917775,1,1705851
13919306,1,1535472
13920587,1,1713251
13921354,1,172145
13924808,1,1667147
13925284,1,1911428
13926065,2,703910
13926248,2,
13929745,1,856132
13929844,2,854396
13935518,2,6782
13936989,1,1771879
13941739,1,1914130
13946536,1,1362135
13947701,2,1578356
13947873,1,1087998
13949873,1,1863056
13950273,2,160539
13951033,1,1809382
13953639,1,1915934
13955385,1,1139694
13957556,1,1861564
13958085,1,1426343
13958661,2,507674
13963190,2,1761020
13963550,1,395258
13964328,1,1166285
13964673,1,1053352
13966409,1,1900179
13968809,1,645703
13970279,2,266143
13970652,2,991763
13975170,1,1785898
13975950,2,468724
13976379,2,1918239
13976596,1,1771879
13976740,2,17034
13977576,1,1079318
13981824,1,673423
13981937,1,1908860
13982502,1,1920300
13983811,1,1091147
13984926,1,1025976
13985111,1,1920715
13985279,1,1547779
13985874,1,591736
13986264,2,1920958
13987287,1,1806386
13990446,1,1466433
13992748,1,
13999830,1,1540153
14000143,1,1409312
14003374,2,964135
14005621,1,1917171
14005799,1,1924031
14006621,1,1593884
14006870,1,1757913
14008058,2,707111
14010910,2,253938
14010956,1,
14012076,1,1925130
14013289,1,1919739
14015582,2,230468
14018216,1,1889138
14019275,1,1308481
14021245,1,1816503
14021384,2,1919739
14021445,1,1752335
14027244,1,1927528
14029149,1,1461635
14029999,1,480231
14031965,1,743905
14035698,1,1862192
14036768,2,1545526
14039478,1,1439245
14039567,1,939213
14039778,1,1175510
14043216,2,1849664
14044539,1,882932
14045685,1,1001938
14049386,1,1760513
14049912,1,1739913
14050103,1,1808067
14050543,2,1922711
14051111,1,1931490
14051206,1,709333
14052362,1,1416980
14052822,1,1814247
14052953,2,939138
14054199,1,1397271
14055485,2,1872246
14057407,1,1932327
14057832,2,1364771
14061562,2,992484
14061658,1,1069520
14063999,2,347172
14065288,1,1927964
14066479,2,81687
14067370,1,1924739
14069007,1,645924
14069280,2,1682415
14069529,1,1564528
14076516,1,1066419
14076550,1,1686124
14077842,1,359862
14085489,1,1204458
14087518,2,8655
14087533,2,
14092691,1,293099
14093602,2,1938054
14094368,1,659731
14094443,1,810049
14096065,1,826298
14097116,1,1938900
14100254,2,927012
14101111,2,1204713
14105305,2,1533203
14105311,2,608725
14108703,2,128421
14109577,2,1931641
14110890,1,148601
14112430,1,1883584
14112444,1,1704347
14112615,2,1389394
14113288,1,1849976
14114261,2,507674
14114335,1,812970
14114488,2,1113579
14115212,2,1818839
14115364,2,985690
14116258,1,1165730
14117250,2,376851
14117602,1,1177390
14118492,1,1933917
14119768,1,1942410
14120449,2,1942575
14122439,2,1592759
14122882,1,1917405
14124614,1,454010
14124743,1,645317
14124923,1,1939321
14125075,2,1141839
14127152,1,1361888
14129421,1,1043380
14129831,1,985621
14133407,1,1940187
14134631,1,1740495
14135232,2,341970
14135661,2,1298762
14136735,1,1652050
14136781,1,1787372
14137670,1,1945334
14140395,1,1942107
14141476,1,1907026
14147083,1,1399194
14150044,2,575029
14150350,1,1846384
14152476,2,1554114
14153713,1,1157823
14153766,1,1947927
14155160,2,953463
14158600,1,1948724
14159170,2,250832
14159830,2,752695
14160232,2,205955
14164342,1,1949687
14164631,1,832174
14166179,1,1949982
14168824,1,965161
14172410,2,1857292
14173451,1,1941871
14174011,1,791713
14174048,1,1600402
14175072,1,1940187
14177062,2,14637
14179055,1,1850695
14179372,2,922727
14181507,1,492336
14182777,1,1931296
14182779,2,17034
14183515,2,1136211
14184137,1,1494037
14184341,1,472610
14186171,2,1226963
14187063,2,1849741
14187694,1,1098566
14190536,2,1203475
14190807,1,1052788
14190989,1,1430492
14191782,2,1726343
14191881,1,787856
14194664,1,1930247
14195750,2,33404
14195885,1,1658512
14198956,1,1423787
14198979,1,240950
14201187,1,1525166
14201800,1,1955784
14203213,2,1843663
14203394,1,1813737
14203533,1,71422
14203786,1,1939387
14205539,2,1956473
14205814,1,1930247
14207788,1,1032785
14207801,1,317960
14208441,1,1862510
14208448,1,1157509
14208451,1,1870444
14209895,1,1909513
14211190,1,659751
14211236,1,1947998
14211575,1,711083
14212568,1,1942823
14212921,1,1935977
14213085,1,1906070
14213284,2,1434631
14213304,2,1630171
14213708,2,1214122
14216016,1,727091
14217319,1,1594899
14217835,2,561731
14217894,1,1887723
14218418,1,1344968
14218476,2,1591669
14219728,2,9360
14220726,1,1709658
14223098,1,728003
14223499,1,1394981
14225425,1,854204
14225585,2,128421
14225601,1,1959657
14227340,2,848164
14230369,1,1635700
14232119,2,617450
14233655,1,1803858
14238568,1,1959491
14241412,2,415784
14242229,1,1959657
14243413,1,1893833
14243992,1,1262108
14245523,1,1589305
14245539,1,1964558
14245892,1,1886641
14248678,1,1097196
14250622,1,1959972
14251791,1,1917986
14254443,1,749854
14256483,2,998158
14257881,1,152018
14261010,1,1877534
14261349,1,1934452
14261812,2,578808
14261832,1,1943235
14262439,1,1967364
14263809,1,1967593
14264069,1,1510267
14265678,2,1438660
14268251,1,1879936
14268769,1,967617
14269214,2,1003545
14272496,1,1968801
14273608,1,1568304
14274292,2,201725
14275629,1,872893
14279023,1,1882428
14280310,1,179037
14280960,1,2889
14281473,1,1950942
14281861,1,1334641
14281948,2,2057171
14287779,1,443583
14288386,1,
14289777,1,1971681
14291152,1,1434948
14291354,1,1439245
14292125,1,859154
14293533,2,1260708
14294329,2,1057230
14294464,1,418343
14297810,1,637858
14298001,1,1973100
14299004,2,494983
14299271,2,888525
14299625,1,1543403
14301149,1,1973533
14301389,1,
14302230,2,1931992
14302927,1,614112
14303858,1,1941977
14307267,2,100112
14310346,2,1937270
14314693,1,1879140
14314959,1,1458648
14316327,1,1921843
14318950,1,1391868
14319023,1,1565508
14320666,1,1651986
14320844,1,1931520
14321536,1,
14322565,1,679099
14322754,1,1540153
14323279,1,621826
14323426,1,1977836
14326919,2,1055987
14326968,1,231716
14327585,2,1675954
14328490,1,2100044
14329321,2,379897
14330110,1,1666393
14330727,2,215752
14331065,1,1760836
14331481,2,438992
14332477,2,942296
14332770,1,1947949
14334937,2,491066
14340201,2,1416035
14340904,1,1980621
14342462,1,1715664
14343194,2,983722
14343343,1,1916721
14344761,1,1981338
14345737,1,397062
14348462,1,899518
14350023,1,1320639
14350803,1,933810
14355168,1,1752489
14359354,1,1983682
14359391,1,1983698
14360115,2,1959899
14363047,1,1983564
14364917,1,1447343
14365032,1,1984687
14367173,1,1455299
14367578,1,1821064
14367771,1,1050672
14372026,1,1985863
14372173,2,1985889
14374967,1,1041046
14375972,1,1968801
14376143,2,1334226
14377498,1,687364
14377499,1,1276306
14377721,2,1986847
14378462,2,412335
14379077,2,1329704
14379541,1,875640
14381512,2,341970
14383971,1,46207
14385500,2,661519
14387180,1,1683177
14388430,1,736023
14388949,1,850749
14389069,1,1320825
14390619,2,935614
14391452,1,1989032
14391471,1,1817007
14392860,1,1989019
14393610,1,1429962
14393644,1,277603
14397949,1,3592682
14398112,2,1199589
14398197,2,426671
14401100,2,1276505
14403189,2,816620
14405008,2,18573
14405572,1,348671
14412996,1,1825894
14413913,2,618099
14414922,1,1103558
14415685,1,1993072
14415709,2,1937302
14415729,2,1290271
14416225,1,619792
14417821,2,1048572
14422279,1,1986358
14424327,1,314166
14425267,1,1991844
14425458,1,712452
14425521,1,1393862
14427807,2,816620
14429921,1,1920287
14430153,1,1920287
14431561,1,768398
14432713,1,1296749
14432825,1,1971220
14434155,1,
14435767,1,1191027
14437459,2,1996492
14437969,1,999162
14437993,1,1996878
14439662,1,1972960
14439709,1,1997175
14440862,1,1887854
14447324,1,1487405
14448552,1,1110437
14449070,1,1582839
14449118,1,1852170
14449183,1,787721
14449260,1,1961812
14450408,1,572543
14450640,1,1998862
14454127,1,614944
14454583,2,1889492
14454956,1,1606435
14455957,1,1030598
14458451,2,429846
14459920,1,1648459
14466285,1,30946
14467727,1,1841450
14468035,2,285465
14469344,2,2057171
14470484,2,1730272
14472103,1,927012
14472109,1,2002484
14472385,1,1505665
14472953,1,1574751
14473321,1,2002690
14473751,1,1174472
14474023,1,1063665
14476191,2,1766143
14476476,1,1993214
14477328,1,1726342
14478892,2,1644457
14481647,1,1851972
14483435,2,847786
14485971,1,1128875
14489512,1,105539
14493873,1,1065353
14495596,1,2006427
14495704,2,1002260
14496202,1,2006468
14496531,1,1541177
14502820,1,107018
14504210,1,1779026
14504511,2,411022
14506319,1,1385066
14507027,1,991877
14509349,1,1981797
14510050,1,559103
14511397,1,1097372
14511860,1,1078302
14512407,1,1508085
14512429,2,861716
14515731,1,1377037
14517087,2,1975062
14517779,1,2009907
14519188,1,1448282
14521229,2,1155853
14524427,1,934487
14525870,2,698590
14526065,2,1739312
14526355,1,618990
14527600,1,55007
14528417,1,2012067
14529148,1,701049
14529735,2,505154
14529874,2,1291632
14540946,1,1609967
14540993,1,2014258
14542255,2,1239406
14543862,1,256108
14546485,1,937440
14550992,1,2016064
14553105,1,1174869
14554605,1,1944331
14554997,1,1068446
14555033,1,2016840
14555153,2,952029
14555325,1,1178258
14562550,1,2017118
14566529,1,2018805
14567007,2,1882149
14567449,2,1348324
14567494,2,1096443
14573045,1,851753
14573160,1,2019897
14573292,1,927012
14575025,1,1354191
14578235,1,1648141
14578387,1,2020863
14580921,1,1137689
14585142,1,1252040
14585580,2,497418
14585793,1,1916002
14588309,1,1091456
14588698,1,1169670
14589840,1,2022788
14590279,1,730858
14591893,1,
14593884,1,1576929
14594427,1,1618592
14594941,1,1547515
14595495,1,1881090
14595840,2,153505
14599307,1,2024445
14602141,1,739350
14602229,1,1999756
14603076,1,1844791
14607600,1,2025915
14608127,1,1274471
14609083,1,2026113
14610874,1,634973
14611523,1,1178559
14611541,1,1739081
14613614,1,1296746
14616422,2,2027442
14616450,1,1832392
14617177,1,2012067
14617827,2,261564
14621003,1,1915074
14621269,2,1341424
14622855,1,2028521
14623229,1,1692517
14623544,1,1692398
14626852,1,2025006
14628724,1,1712128
14628883,2,1728398
14629418,1,356293
14630894,1,2029861
14630998,1,342951
14631035,1,892477
14631339,1,2029910
14632707,1,1974729
14634173,1,1452893
14634186,2,82548
14640423,1,2031457
14640454,1,2031452
14644546,2,69083
14645310,1,1157823
14646873,2,2017281
14647853,1,2013580
14650715,1,1443702
14653257,1,833538
14654122,1,1593783
14655015,2,1548085
14658279,1,1795936
14658800,2,2034566
14659172,1,757971
14660414,2,862175
14661289,1,1438026
14662389,1,2052241
14662739,1,2035344
14663681,2,1008691
14664552,2,1981279
14664643,1,1466958
14666175,1,2005662
14668333,1,1920287
14670906,1,1935435
14671910,2,698179
14674731,1,2052241
14675323,2,2037628
14677798,2,960828
14678370,1,1068446
14680348,1,2038406
14681058,1,1263783
14681796,2,6309
14682353,1,2053516
14683972,1,1897595
14687090,1,2052241
14689016,1,2038340
14693806,1,1133711
14694796,1,692970
14695708,2,2041045
14696922,1,337735
14697527,1,1228293
14697614,1,714232
14699186,1,1784190
14699468,2,772884
14699512,1,1888731
14700562,1,421195
14702808,2,314166
14704157,2,722783
14712278,1,2052241
14713094,2,568604
14715532,1,2044453
14716834,1,1046429
14717347,1,1711622
14718115,2,1341356
14718694,1,1818132
14719434,1,2052241
14725854,1,780522
14726980,1,1616901
14735929,1,2052241
14737735,1,1964489
14738932,2,550975
14739082,1,2048568
14739747,1,2048572
14740090,1,144211
14741454,1,118091
14743362,1,1875547
14743407,1,1571640
14743971,1,469258
14743975,1,1492425
14743997,1,506825
14744004,1,1438488
14744149,1,1944978
14745891,2,1484779
14750696,2,544779
14751180,1,2052241
14755389,1,2051408
14759783,1,1549204
14760635,2,403671
14760891,2,1991819
14762680,1,1977591
14763516,2,455276
14764725,1,588617
14766642,2,1920232
14769757,1,2011069
14771095,1,2054056
14773658,1,2021641
14775372,1,967334
14776701,2,1628638
14778218,1,2055263
14780010,2,464581
14781013,1,1684094
14781088,1,2055774
14782025,2,125551
14783868,1,2056217
14787785,1,1474618
14788572,2,617044
14788930,1,1245024
14792585,1,2057825
14795145,1,1122665
14796496,2,1136211
14796954,1,987975
14797967,1,786301
14800414,2,129570
14801130,2,926143
14802719,1,508494
14804409,1,
14805459,1,2057171
14805789,1,1846570
14805836,1,1681884
14806618,1,1516870
14807279,1,644518
14807610,1,2011090
14807856,1,2056683
14813434,1,1214293
14814662,1,884677
14819661,2,1217270
14823742,1,1911755
14824780,1,2063241
14825234,1,181832
14825935,1,1929399
14826889,2,1729773
14829381,1,
14830825,1,2064388
14832323,1,489150
14832738,1,1493698
14836742,1,2065400
14837485,1,1687825
14838955,1,2065732
14840090,2,467473
14840227,1,571648
14841976,1,1977591
14843634,1,695134
14844721,1,1601722
14844938,1,1922662
14845197,2,1109033
14848624,2,286453
14850664,1,1986505
14850790,1,2067612
14852025,1,2064686
14853404,1,1626425
14853843,2,665261
14855836,2,650233
14856020,1,1918628
14856119,2,1882149
14856490,2,2032319
14856757,2,1683264
14856854,2,100297
14857322,2,1606505
14859515,1,2069322
14862028,1,946725
14863490,1,1574345
14865442,1,1675976
14871315,1,912403
14871785,1,976754
14872567,1,1712905
14876067,1,426
14876692,1,1788090
14881099,1,220899
14881751,1,2073185
14881828,1,705132
14885817,1,1695751
14887168,1,1762497
14887508,2,126995
14888657,1,2074157
14888778,1,2074360
14889104,1,1610626
14890083,1,508343
14890138,1,2074608
14891431,1,2074851
14894554,1,2073068
14894600,1,2071682
14895594,1,1139823
14895613,1,1531538
14897476,1,2075978
14898530,2,200166
14898708,2,1401973
14899319,1,1741726
14899912,1,2052514
14902181,1,231677
14906091,1,379360
14906580,1,1331749
14908351,1,1835788
14908693,1,1550304
14909104,1,203256
14910640,2,1173391
14911740,2,784877
14914670,1,2079139
14914753,1,623912
14915181,1,2076066
14917890,1,2063182
14918106,1,2077611
14919609,1,2072202
14923401,1,2080815
14924100,1,2080949
14924398,2,1067887
14927541,1,2081573
14927833,1,2041444
14932890,1,1878050
14933267,1,1738438
14936518,1,768656
14945596,1,1185425
14946350,1,631037
14947695,1,703208
14949276,2,495568
14949700,1,2085628
14951684,1,233618
14955236,1,2086621
14955368,1,134848
14959243,1,1880779
14959640,2,363815
14962298,1,242189
14962720,1,1001328
14967703,2,1527
14967704,1,2088789
14969498,2,1445366
14976525,2,786284
14979020,1,1645692
14985673,2,298225
14986562,1,266261
14988151,2,2068586
14989570,1,2091565
14990877,1,2084095
14991619,1,895702
14997625,1,2006808
15000584,1,2020799
15014591,2,1286265
15016511,1,746334
15027206,1,1351464
15029736,2,171318
15031502,1,1036733
15034628,1,2041912
15035015,1,2101184
15036164,1,2101399
15036344,1,881920
15039166,1,
15043196,2,1103069
15043257,1,2102787
15044368,1,1426861
15044467,1,586086
15046239,1,2080815
15047468,1,
15052912,2,1130392
15054434,1,
15054579,1,2104560
15054815,2,1305725
15056878,1,483728
15057202,1,
15057429,1,1284670
15058819,2,1068170
15059083,1,289319
15059838,1,805981
15061645,1,1659677
15062718,1,2089491
15065106,1,1338488
15065842,1,2107004
15065854,1,1843044
15071118,1,2101184
15072227,1,1188047
15076787,2,1404505
15077161,1,1977591
15081982,2,1217270
15082442,1,914799
15083250,1,2095270
15086345,2,246263
15089117,2,1983854
15090948,2,470005
15095939,1,231815
15100233,1,832967
15100666,1,1398915
15101933,1,2113391
15102474,1,1157279
15104925,1,2080815
15105635,1,1340332
15107911,2,582
15109626,2,1540328
15111968,2,1544347
15112242,2,68805
15113581,1,1982508
15115041,1,2115802
15120192,2,2000809
15121501,2,1848654
15122698,1,1360075
15126871,1,1989019
15127255,1,2117897
15141639,1,2113066
15142971,1,1991351
15144481,1,1310220
15144605,2,385378
15145046,1,2120824
15145216,2,1796173
15149338,2,680232
15149600,1,
15150807,2,1682599
15152029,1,862833
15153067,1,34942
15154398,2,572644
15155216,1,1693527
15155687,1,2116861
15159521,2,762747
15162072,1,1760774
15162197,1,2124146
15165838,1,2124939
15166317,1,1692261
15167986,1,990461
15168497,1,1181506
15168831,1,226394
15171933,1,884418
15174960,2,558094
15174983,2,1163867
15177327,2,1041847
15181957,2,1525091
15182118,1,2080815
15184318,2,165500
15185107,1,1686501
15186788,1,
15187917,2,96505
15190373,1,
15190394,1,1839549
15190887,1,2129572
15190975,1,1760774
15193740,1,2130241
15195139,1,2118473
15203235,1,1250681
15203758,1,1287554
15204793,2,1848600
15205742,1,1182532
15207903,1,328397
15212991,2,2133729
15218212,2,1506700
15221150,1,1167502
15221896,1,2130656
15223754,2,464753
15229528,1,2121536
15235907,1,1786316
15237095,1,1339987
15238768,1,2124939
15238977,1,1027520
15240273,1,1982232
15240472,1,1446051
15241872,1,1650139
15242913,1,773520
15243806,2,1263701
15251103,1,1774257
15251159,1,2023861
15253892,2,215945
15255463,2,1136211
15257467,1,882918
15258287,1,903578
15263527,1,2102165
15263789,1,
15265572,1,1597363
15266106,1,1992602
15267332,1,847452
15267488,1,
15268139,1,1918602
15272843,1,1057941
15276349,2,1452172
15278354,1,2145500
15278896,2,1727569
15281003,2,135968
15283987,2,1632462
15284882,1,2146641
15286182,1,1994251
15286873,2,1238764
15287158,1,
15289025,2,1307905
15289246,1,
15295116,1,2148362
15295481,1,2148585
15295973,2,1593860
15296941,2,710827
15297168,1,2139502
15297498,1,1884386
15300998,1,1348715
15301235,1,1977591
15302042,2,1204143
15306845,1,2145500
15307103,2,190597
15307670,1,2145500
15310170,2,559784
15310413,1,1907473
15316488,1,
15321135,1,2153534
15322376,1,1123020
15323864,1,1951967
15324569,1,
15327259,1,2154669
15330799,2,1190388
15333028,1,1817402
15333224,2,1430344
15333278,1,2155810
15335872,1,1285800
15336348,2,1038015
15337402,1,2156455
15338010,1,1760774
15340626,1,2157042
15340677,1,2157055
15340920,1,2120302
15341847,2,1141063
15343378,1,2011753
15344080,2,100297
15346095,1,1860230
15346774,1,2031157
15346909,1,1710750
15347275,2,427309
15349891,1,2158700
15353743,2,233060
15355531,1,2067652
15356364,1,2113580
15359446,2,100297
15360597,1,2160706
15361120,1,180659
15362227,2,956658
15362849,1,1128290
15363618,1,1460189
15364187,1,1533811
15364751,1,2149907
15365790,1,2161629
15370467,1,1874228
15372275,1,1174869
15372823,2,2107722
15373244,1,72324
15374736,1,1251826
15376530,1,1775105
15377605,1,2163860
15378040,1,1844634
15379215,1,1035985
15380582,1,1219796
15385332,2,1790982
15386582,1,2128577
15387586,2,553598
15388657,1,902025
15390081,1,1290271
15391472,2,1340070
15397082,2,42139
15397840,1,1158162
15399774,2,1165998
15400033,1,1905469
15401278,1,1822956
15401747,2,1150282
15402671,1,1383051
15404474,2,1945651
15404939,1,2168239
15405168,1,1528680
15406119,1,2169185
15406191,1,2061608
15406679,1,1101857
15409326,1,2093306
15412887,1,2031316
15412942,2,298225
15421610,1,2171858
15422725,1,685352
15423359,1,2128247
15424593,1,2172454
15424637,2,119527
15424802,1,1772489
15425407,1,1997066
15427133,1,689152
15427421,1,2173043
15428525,1,1719504
15436446,2,1172428
15440919,1,2175379
15445981,1,1212596
15448876,2,906839
15453815,1,878344
15454220,1,1615422
15454788,1,2154973
15459734,2,2165444
15461777,1,2177969
15465658,2,1050755
15467781,1,1463725
15472171,1,851456
15476291,1,1996315
15478105,1,1442054
15480401,2,2166721
15481535,1,2123751
15482819,1,1809329
15483712,1,2152424
15484127,1,1991357
15485170,2,142162
15486488,1,1977591
15486919,1,362479
15487006,1,1392861
15487900,1,965921
15489051,1,
15490875,1,2151612
15491659,1,1657189
15492120,1,2173296
15492218,1,1393278
15493396,1,718003
15495997,1,2185724
15496119,1,2034606
15496744,2,717732
15498146,1,256662
15498816,1,1579509
15500022,1,2087247
15500385,2,168657
15500506,1,1017932
15500788,2,1081753
15500883,1,684602
15501319,1,1127213
15501491,1,1121956
15501614,1,1694291
15501883,1,
15501897,1,106159
15505171,1,2187297
15505582,1,2111931
15506006,2,2172667
15506630,2,1123341
15509683,1,
15511063,1,1930591
15512824,1,2188777
15513862,1,2183126
15515055,1,1810810
15517784,1,2185099
15518958,1,1736847
15524571,2,491243
15525259,1,1758521
15525412,1,1680802
15530026,1,2191894
15531981,1,2105984
15532866,1,2192409
15533131,1,1757703
15535078,1,2187307
15537190,1,2188332
15541095,1,1417253
15547132,1,1391249
15547730,1,2128747
15552487,1,1669122
15554296,1,210713
15560001,1,1880510
15560049,1,13508
15562650,1,2028043
15564254,2,1454524
15566634,1,1345143
15573221,1,1738252
15573812,2,559784
15575066,2,2047464
15577875,1,1000827
15578041,1,2025550
15578446,2,1714488
15579078,1,213968
15580395,1,2025550
15581677,1,1012241
