Id,UserId,Reputation,New,Low-Reputed,Established,Trusted,RollbackByOwner,,EditPrevilege,
16795386,1833945,1355,0,0,1,0,1,,0,
16798935,1241014,73,0,1,0,0,1,,0,
16799651,1560774,1001,0,0,1,0,1,,0,
16807108,1680786,1800,0,0,1,0,1,,0,
16807751,2078315,308,0,1,0,0,1,,0,
16808256,437768,15216,0,0,1,0,1,,1,
16817628,1121420,1405,0,0,1,0,1,,0,
16820606,1833945,1369,0,0,1,0,1,,0,
16820606,1833945,1369,0,0,1,0,1,,0,
16821214,2432153,13,0,1,0,0,1,,0,
16821214,2432153,13,0,1,0,0,1,,0,
16821214,2432153,13,0,1,0,0,1,,0,
16828288,694469,1824,0,0,1,0,1,,0,
16830405,1358522,8918,0,0,1,0,1,,1,
16830405,1358522,9128,0,0,1,0,1,,1,
16834308,266143,19935,0,0,1,0,1,,1,
16834697,2393553,1,1,0,0,0,1,,0,
16841667,1107999,2348,0,0,1,0,1,,1,
16844108,79152,1555,0,0,1,0,1,,0,
16848081,220700,745,0,1,0,0,1,,0,
16849782,2434370,1,1,0,0,0,1,,0,
16849914,1664881,662,0,1,0,0,1,,0,
16851078,1458648,1820,0,0,1,0,1,,0,
16851078,1458648,1820,0,0,1,0,1,,0,
16851363,493106,2752,0,0,1,0,1,,1,
16851363,493106,2752,0,0,1,0,1,,1,
16854333,330417,2986,0,0,1,0,1,,1,
16855631,1826552,357,0,1,0,0,1,,0,
16856928,1242820,638,0,1,0,0,1,,0,
16866239,2066664,264,0,1,0,0,1,,0,
16869750,950931,786,0,1,0,0,1,,0,
16872897,2211412,33,0,1,0,0,1,,0,
16876359,2272290,1,1,0,0,0,1,,0,
16880998,2018227,2332,0,0,1,0,1,,1,
16887083,2328178,31,0,1,0,0,1,,0,
16892616,1410843,117,0,1,0,0,1,,0,
16900114,1234256,3257,0,0,1,0,1,,1,
16902700,825924,1327,0,0,1,0,1,,0,
16902972,403455,8770,0,0,1,0,1,,1,
16907739,727643,33460,0,0,0,1,1,,1,
16913382,853710,213,0,1,0,0,1,,0,
16916049,1494454,864,0,1,0,0,1,,0,
16928896,344143,3912,0,0,1,0,1,,1,
16930414,2101942,55,0,1,0,0,1,,0,
16934507,1375209,2447,0,0,1,0,1,,1,
16937239,17034,356189,0,0,0,1,1,,1,
16941279,1993501,1693,0,0,1,0,1,,0,
16949468,494094,2157,0,0,1,0,1,,1,
16950786,14558,6805,0,0,1,0,1,,1,
16963913,157882,546721,0,0,0,1,1,,1,
16967199,2199927,5,1,0,0,0,1,,0,
16968339,128421,42849,0,0,0,1,1,,1,
16969211,2460865,1,1,0,0,0,1,,0,
16970544,298225,17157,0,0,1,0,1,,1,
16970912,65358,248395,0,0,0,1,1,,1,
16971223,1850609,5806,0,0,1,0,1,,1,
16978912,2454795,1,1,0,0,0,1,,0,
16987321,821275,767,0,1,0,0,1,,0,
16994374,403765,131,0,1,0,0,1,,0,
16994662,1650150,2121,0,0,1,0,1,,1,
16995488,105904,9173,0,0,1,0,1,,1,
16996116,841959,1514,0,0,1,0,1,,0,
16996116,841959,1514,0,0,1,0,1,,0,
16997934,1435800,135,0,1,0,0,1,,0,
16999167,137626,6398,0,0,1,0,1,,1,
17000724,1932150,43091,0,0,0,1,1,,1,
17001116,1181811,69,0,1,0,0,1,,0,
17005171,1126841,22486,0,0,0,1,1,,1,
17008965,1907473,51,0,1,0,0,1,,0,
17008965,1907473,51,0,1,0,0,1,,0,
17017976,1581185,569,0,1,0,0,1,,0,
17025169,2157656,49,0,1,0,0,1,,0,
17025169,2157656,49,0,1,0,0,1,,0,
17028096,115145,290257,0,0,0,1,1,,1,
17033009,315052,16436,0,0,1,0,1,,1,
17035895,14860,274633,0,0,0,1,1,,1,
17036456,2200766,1609,0,0,1,0,1,,0,
17041844,638040,4318,0,0,1,0,1,,1,
17047424,27678,26637,0,0,0,1,1,,1,
17074304,298053,41496,0,0,0,1,1,,1,
17079108,406896,517,0,1,0,0,1,,0,
17090765,2144616,181,0,1,0,0,1,,0,
17101407,2442466,55,0,1,0,0,1,,0,
17102953,2318293,53,0,1,0,0,1,,0,
17103177,1581522,5263,0,0,1,0,1,,1,
17104907,1296783,39,0,1,0,0,1,,0,
17108265,989121,29121,0,0,0,1,1,,1,
17116222,259457,7331,0,0,1,0,1,,1,
17123127,1040024,475,0,1,0,0,1,,0,
17127330,736893,1216,0,0,1,0,1,,0,
17127360,736893,1216,0,0,1,0,1,,0,
17145768,100297,126684,0,0,0,1,1,,1,
17146537,2416728,92,0,1,0,0,1,,0,
17148403,2440950,1,1,0,0,0,1,,0,
17156382,2273902,225,0,1,0,0,1,,0,
17159859,2493033,1,1,0,0,0,1,,0,
17165123,640595,584,0,1,0,0,1,,0,
17172222,2497514,1851,0,0,1,0,1,,0,
17172562,2330860,15,0,1,0,0,1,,0,
17177779,1055971,2150,0,0,1,0,1,,1,
17184000,2310763,546,0,1,0,0,1,,0,
17193458,2314073,51373,0,0,0,1,1,,1,
17198725,152598,4426,0,0,1,0,1,,1,
17204070,1563422,7845,0,0,1,0,1,,1,
17209460,919426,5727,0,0,1,0,1,,1,
17215259,800214,4077,0,0,1,0,1,,1,
17215879,2165552,2669,0,0,1,0,1,,1,
17220190,832621,28905,0,0,0,1,1,,1,
17222103,1247128,199,0,1,0,0,1,,0,
17224314,2487858,19,0,1,0,0,1,,0,
17225842,2386460,11,0,1,0,0,1,,0,
17228871,1409619,1,1,0,0,0,1,,0,
17235253,157882,695020,0,0,0,1,1,,1,
17237157,1550566,396,0,1,0,0,1,,0,
17247587,1932288,19,0,1,0,0,1,,0,
17249517,1784011,135,0,1,0,0,1,,0,
17252292,2511798,23,0,1,0,0,1,,0,
17254246,533552,9830,0,0,1,0,1,,1,
17255299,846892,42535,0,0,0,1,1,,1,
17256326,2512560,1,1,0,0,0,1,,0,
17268036,699632,17482,0,0,1,0,1,,1,
17268545,1542290,22505,0,0,0,1,1,,1,
17271005,1699581,583,0,1,0,0,1,,0,
17271177,191059,1853,0,0,1,0,1,,0,
17276206,2463948,2258,0,0,1,0,1,,1,
17278177,1967056,4707,0,0,1,0,1,,1,
17278924,1215106,18427,0,0,1,0,1,,1,
17281885,967840,12475,0,0,1,0,1,,1,
17289395,20938,38956,0,0,0,1,1,,1,
17290348,1935890,1888,0,0,1,0,1,,0,
17293257,468952,5368,0,0,1,0,1,,1,
17297099,1147352,4023,0,0,1,0,1,,1,
17302320,2096883,1930,0,0,1,0,1,,0,
17302694,719812,51,0,1,0,0,1,,0,
17306171,788192,957,0,1,0,0,1,,0,
17314282,538669,1846,0,0,1,0,1,,0,
17314282,538669,1846,0,0,1,0,1,,0,
17321313,298225,28821,0,0,0,1,1,,1,
17326237,131872,85323,0,0,0,1,1,,1,
17336313,1619589,115,0,1,0,0,1,,0,
17338449,2527197,1,1,0,0,0,1,,0,
17341289,2401356,546,0,1,0,0,1,,0,
17347581,1933675,23192,0,0,0,1,1,,1,
17347581,1933675,23192,0,0,0,1,1,,1,
17347581,1933675,23192,0,0,0,1,1,,1,
17349791,769265,57948,0,0,0,1,1,,1,
17351426,2094139,83,0,1,0,0,1,,0,
17355617,1050275,103,0,1,0,0,1,,0,
17357956,801662,256,0,1,0,0,1,,0,
17359542,697154,25037,0,0,0,1,1,,1,
17360957,3714743,1,1,0,0,0,1,,0,
17367916,2489815,276,0,1,0,0,1,,0,
17380697,1725764,24808,0,0,0,1,1,,1,
17383984,2180290,1829,0,0,1,0,1,,0,
17398601,799046,1790,0,0,1,0,1,,0,
17402308,2331777,35,0,1,0,0,1,,0,
17408120,2539523,1,1,0,0,0,1,,0,
17408120,2539523,1,1,0,0,0,1,,0,
17409382,1815797,3691,0,0,1,0,1,,1,
17411144,2283678,1688,0,0,1,0,1,,0,
17429487,853710,550,0,1,0,0,1,,0,
17429487,853710,550,0,1,0,0,1,,0,
17430315,2209273,7,1,0,0,0,1,,0,
17433808,1305516,4316,0,0,1,0,1,,1,
17433808,1305516,4316,0,0,1,0,1,,1,
17436634,1065197,63097,0,0,0,1,1,,1,
17440935,2497253,1,1,0,0,0,1,,0,
17444275,2545794,15,0,1,0,0,1,,0,
17444981,1927640,98,0,1,0,0,1,,0,
17455494,1888559,2132,0,0,1,0,1,,1,
17457057,2506658,25,0,1,0,0,1,,0,
17462527,1392882,174,0,1,0,0,1,,0,
17464173,2096734,109,0,1,0,0,1,,0,
17464507,903500,1,1,0,0,0,1,,0,
17466569,1610880,304,0,1,0,0,1,,0,
17468576,2189626,448,0,1,0,0,1,,0,
17474384,992808,133,0,1,0,0,1,,0,
17496266,1445366,15077,0,0,1,0,1,,1,
17497476,2555122,284,0,1,0,0,1,,0,
17499889,703851,9456,0,0,1,0,1,,1,
17499889,703851,9456,0,0,1,0,1,,1,
17500219,1850555,27,0,1,0,0,1,,0,
17505698,1833945,1529,0,0,1,0,1,,0,
17506983,2098671,201,0,1,0,0,1,,0,
17511011,1505112,805,0,1,0,0,1,,0,
17511156,2363860,33,0,1,0,0,1,,0,
17515573,1600898,14858,0,0,1,0,1,,1,
17515781,1778421,14668,0,0,1,0,1,,1,
17517519,476371,8057,0,0,1,0,1,,1,
17518626,1221640,295,0,1,0,0,1,,0,
17519595,2474507,25,0,1,0,0,1,,0,
17532832,1104384,13737,0,0,1,0,1,,1,
17533894,323221,1663,0,0,1,0,1,,0,
17543483,681865,33618,0,0,0,1,1,,1,
17552436,445131,56460,0,0,0,1,1,,1,
17552436,445131,56460,0,0,0,1,1,,1,
17560543,763029,1869,0,0,1,0,1,,0,
17563922,1420197,5028,0,0,1,0,1,,1,
17565820,1774314,23,0,1,0,0,1,,0,
17568797,1918154,1010,0,0,1,0,1,,0,
17570472,1597076,800,0,1,0,0,1,,0,
17575667,1876775,622,0,1,0,0,1,,0,
17582950,2325981,432,0,1,0,0,1,,0,
17589420,2138752,2198,0,0,1,0,1,,1,
17590674,1823936,1335,0,0,1,0,1,,0,
17592416,793796,2764,0,0,1,0,1,,1,
17599189,1265410,47,0,1,0,0,1,,0,
17601997,118110,2793,0,0,1,0,1,,1,
17603850,2436175,1223,0,0,1,0,1,,0,
17603947,2562717,23,0,1,0,0,1,,0,
17604753,190597,498510,0,0,0,1,1,,1,
17605565,603977,31648,0,0,0,1,1,,1,
17606109,616443,158310,0,0,0,1,1,,1,
17624511,1569221,75,0,1,0,0,1,,0,
17632016,2198873,3,1,0,0,0,1,,0,
17632016,2198873,3,1,0,0,0,1,,0,
17635523,1426065,31685,0,0,0,1,1,,1,
17637949,2170192,2029,0,0,1,0,1,,1,
17638187,437979,1421,0,0,1,0,1,,0,
17639847,239683,250,0,1,0,0,1,,0,
17650125,2027232,7212,0,0,1,0,1,,1,
17655732,298479,108979,0,0,0,1,1,,1,
17657373,700338,4629,0,0,1,0,1,,1,
17660295,1084830,21,0,1,0,0,1,,0,
17660820,334966,2166,0,0,1,0,1,,1,
17663849,2422013,149,0,1,0,0,1,,0,
17680442,384617,1334,0,0,1,0,1,,0,
17682385,1136211,18651,0,0,1,0,1,,1,
17682818,1887702,83,0,1,0,0,1,,0,
17695962,739331,2208,0,0,1,0,1,,1,
17697248,1385833,173,0,1,0,0,1,,0,
17701590,1061426,2938,0,0,1,0,1,,1,
17703376,1171620,4649,0,0,1,0,1,,1,
17705602,1339704,2945,0,0,1,0,1,,1,
17712553,1079354,56140,0,0,0,1,1,,1,
17712553,1079354,84781,0,0,0,1,1,,1,
17722006,585329,1079,0,0,1,0,1,,0,
17733692,1185053,1254,0,0,1,0,1,,0,
17735247,1020958,6386,0,0,1,0,1,,1,
17735247,1020958,6386,0,0,1,0,1,,1,
17735543,2057171,6453,0,0,1,0,1,,1,
17736813,2524214,1,1,0,0,0,1,,0,
17738405,2574925,15,0,1,0,0,1,,0,
17742513,2598770,3608,0,0,1,0,1,,1,
17745237,1287741,542,0,1,0,0,1,,0,
17748578,2492854,11,0,1,0,0,1,,0,
17749894,1660670,140,0,1,0,0,1,,0,
17749894,1660670,140,0,1,0,0,1,,0,
17749894,1660670,140,0,1,0,0,1,,0,
17753478,856565,338,0,1,0,0,1,,0,
17754002,1081753,787,0,1,0,0,1,,0,
17761560,1573708,235,0,1,0,0,1,,0,
17761560,1573708,235,0,1,0,0,1,,0,
17761706,60761,181137,0,0,0,1,1,,1,
17779621,1091386,1122,0,0,1,0,1,,0,
17782330,2440114,894,0,1,0,0,1,,0,
17782330,2440114,894,0,1,0,0,1,,0,
17785186,1136211,19856,0,0,1,0,1,,1,
17785623,19068,461274,0,0,0,1,1,,1,
17798768,2506658,218,0,1,0,0,1,,0,
17801746,1722596,915,0,1,0,0,1,,0,
17803706,1859369,287,0,1,0,0,1,,0,
17804872,1103872,45567,0,0,0,1,1,,1,
17811023,2585850,449,0,1,0,0,1,,0,
17820762,653856,16829,0,0,1,0,1,,1,
17825512,2436316,31,0,1,0,0,1,,0,
17833233,681623,209,0,1,0,0,1,,0,
17834063,911360,629,0,1,0,0,1,,0,
17834063,911360,629,0,1,0,0,1,,0,
17835119,2291839,77,0,1,0,0,1,,0,
17838799,2321729,176,0,1,0,0,1,,0,
17841809,1001985,35607,0,0,0,1,1,,1,
17845035,1059025,12989,0,0,1,0,1,,1,
17849329,2585728,43,0,1,0,0,1,,0,
17852938,1140367,67,0,1,0,0,1,,0,
17855161,412080,20214,0,0,0,1,1,,1,
17861219,159319,15505,0,0,1,0,1,,1,
17861413,1237747,1127,0,0,1,0,1,,0,
17876038,2618381,3,1,0,0,0,1,,0,
17878446,1603952,1101,0,0,1,0,1,,0,
17879079,2491050,83,0,1,0,0,1,,0,
17879340,2593063,19,0,1,0,0,1,,0,
17879666,1171061,331,0,1,0,0,1,,0,
17879963,1487576,2552,0,0,1,0,1,,1,
17882185,1702477,207,0,1,0,0,1,,0,
17883064,116908,88505,0,0,0,1,1,,1,
17883816,961113,52484,0,0,0,1,1,,1,
17884849,2607961,21,0,1,0,0,1,,0,
17888997,2345317,109,0,1,0,0,1,,0,
17906270,2167103,85,0,1,0,0,1,,0,
17906270,2167103,85,0,1,0,0,1,,0,
17908683,130922,3032,0,0,1,0,1,,1,
17910985,710887,883,0,1,0,0,1,,0,
17911153,60682,40635,0,0,0,1,1,,1,
17913493,2628430,23,0,1,0,0,1,,0,
17915206,2011482,35,0,1,0,0,1,,0,
17918126,2496503,137,0,1,0,0,1,,0,
17919085,1280338,135,0,1,0,0,1,,0,
17922181,2556111,942,0,1,0,0,1,,0,
17932513,927012,2136,0,0,1,0,1,,1,
17938767,2416082,1092,0,0,1,0,1,,0,
17940821,584192,9898,0,0,1,0,1,,1,
17940821,584192,9898,0,0,1,0,1,,1,
17943073,921249,188,0,1,0,0,1,,0,
17945635,1561742,59,0,1,0,0,1,,0,
17958796,556006,995,0,1,0,0,1,,0,
17961409,200291,95821,0,0,0,1,1,,1,
17964830,926143,23791,0,0,0,1,1,,1,
17964830,926143,9261,0,0,1,0,1,,1,
17978334,2596983,765,0,1,0,0,1,,0,
17980962,2502012,2177,0,0,1,0,1,,1,
17980962,2502012,2177,0,0,1,0,1,,1,
17983308,17034,733366,0,0,0,1,1,,1,
17983515,828413,105,0,1,0,0,1,,0,
17991310,2571277,2088,0,0,1,0,1,,1,
17997210,2172825,1374,0,0,1,0,1,,0,
18000757,1530004,3109,0,0,1,0,1,,1,
18002230,2638849,19,0,1,0,0,1,,0,
18010094,238232,10640,0,0,1,0,1,,1,
18019584,2628030,29,0,1,0,0,1,,0,
18020744,1365460,255,0,1,0,0,1,,0,
18021810,185593,12272,0,0,1,0,1,,1,
18024498,2373024,25,0,1,0,0,1,,0,
18028830,2640629,3,1,0,0,0,1,,0,
18030852,2073001,4725,0,0,1,0,1,,1,
18030852,2073001,4725,0,0,1,0,1,,1,
18032711,1230782,575,0,1,0,0,1,,0,
18033030,283078,11151,0,0,1,0,1,,1,
18035471,422288,10422,0,0,1,0,1,,1,
18040242,926143,2931,0,0,1,0,1,,1,
18041927,559784,25224,0,0,0,1,1,,1,
18045475,2650829,1,1,0,0,0,1,,0,
18049057,4561314,2479,0,0,1,0,1,,1,
18066795,86989,66911,0,0,0,1,1,,1,
18067865,2654613,1,1,0,0,0,1,,0,
18076628,644629,8347,0,0,1,0,1,,1,
18077839,2577348,1,1,0,0,0,1,,0,
18079248,2361272,73,0,1,0,0,1,,0,
18085753,846060,1063,0,0,1,0,1,,0,
18090295,2394978,71,0,1,0,0,1,,0,
18093613,2224265,2957,0,0,1,0,1,,1,
18093928,139985,463529,0,0,0,1,1,,1,
18096740,1619817,87,0,1,0,0,1,,0,
18096946,2176659,368,0,1,0,0,1,,0,
18097583,241189,1889,0,0,1,0,1,,0,
18103769,2654303,89,0,1,0,0,1,,0,
18107269,2174085,940,0,1,0,0,1,,0,
18113740,583833,8614,0,0,1,0,1,,1,
18114458,2161954,6430,0,0,1,0,1,,1,
18119579,2648376,58,0,1,0,0,1,,0,
18141162,1990589,13,0,1,0,0,1,,0,
18142830,2642355,101,0,1,0,0,1,,0,
18145574,285587,70705,0,0,0,1,1,,1,
18145574,285587,70705,0,0,0,1,1,,1,
18147370,684368,4212,0,0,1,0,1,,1,
18158177,139985,197594,0,0,0,1,1,,1,
18158790,2664267,7,1,0,0,0,1,,0,
18159525,1057429,45210,0,0,0,1,1,,1,
18159760,2207359,94,0,1,0,0,1,,0,
18161280,1289808,672,0,1,0,0,1,,0,
18161885,3222727,2023,0,0,1,0,1,,1,
18174247,926143,3220,0,0,1,0,1,,1,
18174772,2548147,5502,0,0,1,0,1,,1,
18174772,2548147,5502,0,0,1,0,1,,1,
18180539,453261,2883,0,0,1,0,1,,1,
18183994,358906,3340,0,0,1,0,1,,1,
18194248,1529853,25587,0,0,0,1,1,,1,
18196491,2164788,2477,0,0,1,0,1,,1,
18197285,1214743,536,0,1,0,0,1,,0,
18201299,561309,45484,0,0,0,1,1,,1,
18205649,2003898,739,0,1,0,0,1,,0,
18215363,581401,1146,0,0,1,0,1,,0,
18233330,1574181,63,0,1,0,0,1,,0,
18234049,2249404,506,0,1,0,0,1,,0,
18238775,80274,18756,0,0,1,0,1,,1,
18240420,704972,1391,0,0,1,0,1,,0,
18249019,1235698,16145,0,0,1,0,1,,1,
18252596,590299,601,0,1,0,0,1,,0,
18252596,590299,601,0,1,0,0,1,,0,
18252596,590299,601,0,1,0,0,1,,0,
18252707,2131176,89,0,1,0,0,1,,0,
18253043,340457,6530,0,0,1,0,1,,1,
18263442,497418,43300,0,0,0,1,1,,1,
18266497,2612271,1078,0,0,1,0,1,,0,
18284889,1074592,7473,0,0,1,0,1,,1,
18285935,418556,105678,0,0,0,1,1,,1,
18288760,2478019,133,0,1,0,0,1,,0,
18290649,63803,3705,0,0,1,0,1,,1,
18291246,100297,149102,0,0,0,1,1,,1,
18299661,115145,461542,0,0,0,1,1,,1,
18302624,115145,587338,0,0,0,1,1,,1,
18302671,1136211,19601,0,0,1,0,1,,1,
18311185,571407,180498,0,0,0,1,1,,1,
18316525,859154,33630,0,0,0,1,1,,1,
18327543,2698575,11,0,1,0,0,1,,0,
18327646,1616467,187,0,1,0,0,1,,0,
18328692,2619912,766,0,1,0,0,1,,0,
18332446,1866605,51,0,1,0,0,1,,0,
18334565,1663296,598,0,1,0,0,1,,0,
18334565,1663296,598,0,1,0,0,1,,0,
18341212,1055971,906,0,1,0,0,1,,0,
18343636,498624,44377,0,0,0,1,1,,1,
18343995,2701255,13,0,1,0,0,1,,0,
18350510,2652412,5,1,0,0,0,1,,0,
18358203,1221410,3234,0,0,1,0,1,,1,
18358288,393487,3770,0,0,1,0,1,,1,
18359665,2682232,938,0,1,0,0,1,,0,
18361233,1704347,405,0,1,0,0,1,,0,
18362399,1509377,29,0,1,0,0,1,,0,
18364263,2350145,3086,0,0,1,0,1,,1,
18366566,2619051,670,0,1,0,0,1,,0,
18377115,895174,6886,0,0,1,0,1,,1,
18380187,151682,2273,0,0,1,0,1,,1,
18380541,2464420,622,0,1,0,0,1,,0,
18391005,2708800,11,0,1,0,0,1,,0,
18393411,2632570,1,1,0,0,0,1,,0,
18401229,299924,60090,0,0,0,1,1,,1,
18405185,1092711,3350,0,0,1,0,1,,1,
18407013,1874154,85,0,1,0,0,1,,0,
18407076,2711672,757,0,1,0,0,1,,0,
18409615,2284221,220,0,1,0,0,1,,0,
18414823,2327283,387,0,1,0,0,1,,0,
18430747,476,158478,0,0,0,1,1,,1,
18434088,2692780,146,0,1,0,0,1,,0,
18437766,935374,216,0,1,0,0,1,,0,
18442880,214767,786,0,1,0,0,1,,0,
18442880,214767,786,0,1,0,0,1,,0,
18454457,955558,269,0,1,0,0,1,,0,
18457950,2720308,11,0,1,0,0,1,,0,
18459498,1442054,309,0,1,0,0,1,,0,
18462368,1929123,1330,0,0,1,0,1,,0,
18468348,1038015,63537,0,0,0,1,1,,1,
18474626,772035,92828,0,0,0,1,1,,1,
18476318,2340086,583,0,1,0,0,1,,0,
18481032,1721198,5698,0,0,1,0,1,,1,
18481032,1721198,5698,0,0,1,0,1,,1,
18482438,2724415,1,1,0,0,0,1,,0,
18486529,17034,379889,0,0,0,1,1,,1,
18486733,2638205,420,0,1,0,0,1,,0,
18504146,900513,95,0,1,0,0,1,,0,
18506107,2717424,1,1,0,0,0,1,,0,
18511364,245679,8922,0,0,1,0,1,,1,
18513367,2651403,11,0,1,0,0,1,,0,
18516367,1197246,4732,0,0,1,0,1,,1,
18521921,477276,297,0,1,0,0,1,,0,
18525231,2310763,394,0,1,0,0,1,,0,
18530909,2361561,43,0,1,0,0,1,,0,
18531356,939986,2276,0,0,1,0,1,,1,
18544890,1101893,1907,0,0,1,0,1,,0,
18547696,924077,4971,0,0,1,0,1,,1,
18547696,924077,4971,0,0,1,0,1,,1,
18549917,438154,11712,0,0,1,0,1,,1,
18565747,1907358,3958,0,0,1,0,1,,1,
18567935,2738954,19,0,1,0,0,1,,0,
18570353,2302271,239,0,1,0,0,1,,0,
18574510,1344789,1008,0,0,1,0,1,,0,
18579059,2736147,53,0,1,0,0,1,,0,
18579400,926143,4197,0,0,1,0,1,,1,
18580507,1734130,44250,0,0,0,1,1,,1,
18580770,1783413,13835,0,0,1,0,1,,1,
18588952,1063583,505,0,1,0,0,1,,0,
18589117,2664160,13,0,1,0,0,1,,0,
18589427,1064809,7695,0,0,1,0,1,,1,
18593382,913622,1066,0,0,1,0,1,,0,
18594779,400375,8789,0,0,1,0,1,,1,
18596959,17034,382999,0,0,0,1,1,,1,
18602485,1592845,7257,0,0,1,0,1,,1,
18613926,704144,4416,0,0,1,0,1,,1,
18614033,1966592,1103,0,0,1,0,1,,0,
18614145,2743362,21,0,1,0,0,1,,0,
18624255,1283970,273,0,1,0,0,1,,0,
18624295,634824,58508,0,0,0,1,1,,1,
18624915,2661080,123,0,1,0,0,1,,0,
18626694,692020,1179,0,0,1,0,1,,0,
18641071,2751396,23,0,1,0,0,1,,0,
18643939,1074041,2611,0,0,1,0,1,,1,
18647552,2065702,1997,0,0,1,0,1,,0,
18648489,2581872,127,0,1,0,0,1,,0,
18652821,464465,2037,0,0,1,0,1,,1,
18653824,17034,750578,0,0,0,1,1,,1,
18669790,2715083,57,0,1,0,0,1,,0,
18671452,2695880,17,0,1,0,0,1,,0,
18672560,259554,1207,0,0,1,0,1,,0,
18674829,2136812,578,0,1,0,0,1,,0,
18674990,102441,33255,0,0,0,1,1,,1,
18678580,2034787,3462,0,0,1,0,1,,1,
18692996,2008828,151,0,1,0,0,1,,0,
18706913,422476,9107,0,0,1,0,1,,1,
18710438,884953,2112,0,0,1,0,1,,1,
18713135,1398312,820,0,1,0,0,1,,0,
18713432,613130,26401,0,0,0,1,1,,1,
18714958,1197518,54835,0,0,0,1,1,,1,
18720104,2764976,1,1,0,0,0,1,,0,
18720960,2403810,1549,0,0,1,0,1,,0,
18723423,679449,19322,0,0,1,0,1,,1,
18724670,591736,691,0,1,0,0,1,,0,
18724774,2068276,71,0,1,0,0,1,,0,
18736754,1762944,859,0,1,0,0,1,,0,
18736754,1762944,859,0,1,0,0,1,,0,
18736899,168179,11778,0,0,1,0,1,,1,
18744391,2588112,79,0,1,0,0,1,,0,
18749457,2769995,1,1,0,0,0,1,,0,
18750686,1476269,464,0,1,0,0,1,,0,
18751172,1932588,8659,0,0,1,0,1,,1,
18754300,1200803,6272,0,0,1,0,1,,1,
18775159,926143,4560,0,0,1,0,1,,1,
18775319,931323,2773,0,0,1,0,1,,1,
18775600,1830419,77,0,1,0,0,1,,0,
18785572,2059735,3,1,0,0,0,1,,0,
18791174,2748004,1395,0,0,1,0,1,,0,
18792106,1566221,18386,0,0,1,0,1,,1,
18803846,2185142,50,0,1,0,0,1,,0,
18805322,1638430,371,0,1,0,0,1,,0,
18809182,2745247,206,0,1,0,0,1,,0,
18823825,1622559,29,0,1,0,0,1,,0,
18823825,1622559,29,0,1,0,0,1,,0,
18832116,2401356,512,0,1,0,0,1,,0,
18833498,2784721,103,0,1,0,0,1,,0,
18841554,1455186,1,1,0,0,0,1,,0,
18844936,2734911,231,0,1,0,0,1,,0,
18844936,2734911,231,0,1,0,0,1,,0,
18850815,2787711,1,1,0,0,0,1,,0,
18852061,909742,1462,0,0,1,0,1,,0,
18865763,2735434,165,0,1,0,0,1,,0,
18868382,1033581,11460,0,0,1,0,1,,1,
18873777,2737812,161,0,1,0,0,1,,0,
18874630,2715083,145,0,1,0,0,1,,0,
18875674,1146469,27340,0,0,0,1,1,,1,
18877952,2680216,2338,0,0,1,0,1,,1,
18895167,832621,5748,0,0,1,0,1,,1,
18901984,1226963,98956,0,0,0,1,1,,1,
18907803,1708801,13778,0,0,1,0,1,,1,
18909604,1633751,186,0,1,0,0,1,,0,
18909978,2497335,3811,0,0,1,0,1,,1,
18909978,2497335,3811,0,0,1,0,1,,1,
18913024,1921248,278,0,1,0,0,1,,0,
18926646,1956010,2870,0,0,1,0,1,,1,
18934345,1215724,2069,0,0,1,0,1,,1,
18934345,1215724,2069,0,0,1,0,1,,1,
18940850,1735406,14415,0,0,1,0,1,,1,
18941619,100297,226076,0,0,0,1,1,,1,
18953729,309925,53999,0,0,0,1,1,,1,
18956530,1577396,6112,0,0,1,0,1,,1,
18959690,1293912,2020,0,0,1,0,1,,1,
18969386,2270866,1005,0,0,1,0,1,,0,
18973615,1722489,2375,0,0,1,0,1,,1,
18975382,2735434,195,0,1,0,0,1,,0,
18980907,19937,13015,0,0,1,0,1,,1,
18998616,538274,676,0,1,0,0,1,,0,
19001277,127434,765,0,1,0,0,1,,0,
19003828,1039608,22777,0,0,0,1,1,,1,
19005644,2768381,11,0,1,0,0,1,,0,
19009157,25818,990,0,1,0,0,1,,0,
19014254,2813356,9,1,0,0,0,1,,0,
19022466,2817961,96,0,1,0,0,1,,0,
19022974,563088,27037,0,0,0,1,1,,1,
19022974,563088,27037,0,0,0,1,1,,1,
19033660,2273611,846,0,1,0,0,1,,0,
19035068,1165535,1419,0,0,1,0,1,,0,
19041084,1053,61588,0,0,0,1,1,,1,
19044475,2822304,43,0,1,0,0,1,,0,
19046457,519015,1397,0,0,1,0,1,,0,
19046890,2727765,188,0,1,0,0,1,,0,
19049275,2715331,87,0,1,0,0,1,,0,
19055781,1848540,224,0,1,0,0,1,,0,
19055781,1848540,224,0,1,0,0,1,,0,
19062509,1279820,3085,0,0,1,0,1,,1,
19070932,2800363,16,0,1,0,0,1,,0,
19072952,1988845,374,0,1,0,0,1,,0,
19072952,1988845,374,0,1,0,0,1,,0,
19074590,1279820,3095,0,0,1,0,1,,1,
19080778,2828106,161,0,1,0,0,1,,0,
19082310,2446155,5402,0,0,1,0,1,,1,
19084275,2803583,35,0,1,0,0,1,,0,
19084275,2803583,35,0,1,0,0,1,,0,
19086685,106435,27668,0,0,0,1,1,,1,
